N,std_GAP_random_init,std_GAP_tqa_init,variability_reduction_pct
6,17.700775351350625,14.238948868793178,19.557484990584314
8,11.618775914451353,11.878211735999454,-2.2329014989041664
10,10.415913066617422,10.92273864853891,-4.865877611304604
12,8.035129034286262,8.938952048576843,-11.248394524019792
14,9.0183885017754,8.490002944407665,5.8589797641087875
16,9.412758913528604,7.963229834738068,15.399619730057914
18,10.163779544928254,6.701740043043856,34.06252060644076
20,7.609258445210022,7.994638988512986,-5.064626810587023
