N,K,Solver,p,seed,restart_id,is_best_restart,experiment_phase,Feasibility Ratio (%),Optimization GAP (%),gap_best_of_restarts,Sharpe Ratio In-Sample,Sharpe Ratio Out-of-Sample,Execution Time (s),objective
8,4,XY-QAOA,3.0,53,,True,N_scaling,100.0,10.922547284677467,10.922547284677467,1.8794394249870379,0.5298530048927941,0.3113798999984283,-0.14705164649370436
8,4,XY-QAOA Regularized,3.0,53,0.0,True,N_scaling,99.99999999999994,12.53185276061856,12.53185276061856,1.945777266619521,0.5900660476695998,0.3229489000077592,-0.14439495826638413
10,5,Gurobi,,42,,True,N_scaling,100.0,0.0,0.0,1.9841512087942927,1.3652946338832694,0.004532999999355525,-0.15659243336212664
10,5,Simulated Annealing,,42,,True,N_scaling,100.0,0.0,0.0,1.9841512087942927,1.3652946338832694,0.023929000002681278,-0.15659243336212664
10,5,Standard QAOA,3.0,42,0.0,True,N_scaling,78.7703875970673,84.64708002943159,84.64708002943159,0.4577170691410467,1.1603695006398334,0.4307810999889625,-0.02404151097405297
10,5,XY-QAOA,3.0,42,,True,N_scaling,100.0,28.930149420103902,28.930149420103902,1.8977614875648396,0.4120577759786402,0.396293700003298,-0.11129000840988677
10,5,XY-QAOA Regularized,3.0,42,0.0,True,N_scaling,100.00000000000003,36.68112965020969,36.68112965020969,1.703026921278384,0.45922575053903764,0.3949570999975549,-0.09915255985814675
10,5,Gurobi,,43,,True,N_scaling,100.0,0.0,0.0,2.2581850222248736,0.43253568428671363,0.004948699992382899,-0.14979958196409648
10,5,Simulated Annealing,,43,,True,N_scaling,100.0,0.0,0.0,2.2581850222248736,0.43253568428671363,0.023242399998707697,-0.14979958196409648
10,5,Standard QAOA,3.0,43,0.0,True,N_scaling,74.74282134756226,0.0,0.0,2.2581850222248736,0.43253568428671363,0.39138570000068285,-0.14979958196409648
10,5,XY-QAOA,3.0,43,,True,N_scaling,100.0,4.842679251205883,4.842679251205883,1.7832940528534662,1.2919995877650503,0.3987515000044368,-0.14254526868992803
10,5,XY-QAOA Regularized,3.0,43,0.0,True,N_scaling,100.00000000000011,31.6261214300283,31.6261214300283,1.3106905336446864,1.2408312902649266,0.4004172999993898,-0.10242378427045656
10,5,Gurobi,,44,,True,N_scaling,100.0,0.0,0.0,2.3935122500685435,0.7710920968456774,0.004720099997939542,-0.16163477628152542
10,5,Simulated Annealing,,44,,True,N_scaling,100.0,0.0,0.0,2.3935122500685435,0.7710920968456774,0.02334050000354182,-0.16163477628152542
